"","Variable","Coefficient","Protein"
"33186","cg05555928",0.000555685754955131,"IL12B_FOM1"
"33187","cg05593707",0.000807455591881676,"IL12B_FOM1"
"33188","cg05626073",0.00166563137557044,"IL12B_FOM1"
"33189","cg05709458",-0.000324497989565559,"IL12B_FOM1"
"33190","cg05756029",0.000650024230853482,"IL12B_FOM1"
"33191","cg05771342",0.0011909321671673,"IL12B_FOM1"
"33192","cg05792312",0.0118462960947723,"IL12B_FOM1"
"33193","cg05866737",0.00275263590570905,"IL12B_FOM1"
"33194","cg05928581",0.00432830318944103,"IL12B_FOM1"
"33195","cg05940452",0.00245390896406289,"IL12B_FOM1"
"33196","cg05959241",-0.000652576736213101,"IL12B_FOM1"
"33197","cg05962404",-0.00159191068497095,"IL12B_FOM1"
"33198","cg06022671",0.000403376497628132,"IL12B_FOM1"
"33199","cg06042565",-4.10361043578627e-05,"IL12B_FOM1"
"33200","cg06056884",-7.20964711185666e-05,"IL12B_FOM1"
"33201","cg06064525",0.00210351416093675,"IL12B_FOM1"
"33202","cg06067394",-0.000338444430408704,"IL12B_FOM1"
"33203","cg06106428",-0.00287928945594532,"IL12B_FOM1"
"33204","cg06112835",0.00957212585018402,"IL12B_FOM1"
"33205","cg06120313",-0.00156116241144502,"IL12B_FOM1"
"33206","cg06179011",0.000451550108956253,"IL12B_FOM1"
"33207","cg06213635",0.00209002351725306,"IL12B_FOM1"
"33208","cg06299284",-0.00781703166994701,"IL12B_FOM1"
"33209","cg06329735",-0.00495717335968044,"IL12B_FOM1"
"33210","cg06365843",2.89264245872753e-06,"IL12B_FOM1"
"33211","cg06394820",-0.00484452667269253,"IL12B_FOM1"
"33212","cg06400065",0.000513535408821192,"IL12B_FOM1"
"33213","cg06405640",-0.000278942029498356,"IL12B_FOM1"
"33214","cg06467504",0.00369173704746083,"IL12B_FOM1"
"33215","cg06468133",-6.70051933778255e-05,"IL12B_FOM1"
"33216","cg06552810",0.00294536356099601,"IL12B_FOM1"
"33217","cg06567290",0.000412698870491918,"IL12B_FOM1"
"33218","cg06603309",-0.000331893450049668,"IL12B_FOM1"
"33219","cg06634228",-0.00460232303041891,"IL12B_FOM1"
"33220","cg06640773",-0.000729826355140715,"IL12B_FOM1"
"33221","cg06684321",-0.00263943927756136,"IL12B_FOM1"
"33222","cg06698926",-0.00158153572240393,"IL12B_FOM1"
"33223","cg06701529",0.000949457682402365,"IL12B_FOM1"
"33224","cg06716698",0.000325362329287202,"IL12B_FOM1"
"33225","cg06750045",0.00047208082470369,"IL12B_FOM1"
"33226","cg06766960",-0.00148087050432506,"IL12B_FOM1"
"33227","cg06881914",0.00107829055829715,"IL12B_FOM1"
"33228","cg06889535",0.00178669051018706,"IL12B_FOM1"
"33229","cg06889951",0.000204312052873708,"IL12B_FOM1"
"33230","cg06895640",-0.000143016713793793,"IL12B_FOM1"
"33231","cg06978117",-0.00123139084095437,"IL12B_FOM1"
"33232","cg06982169",-0.0203573710805496,"IL12B_FOM1"
"33233","cg07074575",-0.000735304247882155,"IL12B_FOM1"
"33234","cg07110405",0.00227314368993789,"IL12B_FOM1"
"33235","cg07125829",0.000565175311265141,"IL12B_FOM1"
"33236","cg07146321",0.000614706060067085,"IL12B_FOM1"
"33237","cg07202214",0.00185241613215286,"IL12B_FOM1"
"33238","cg07205452",-0.00497435965311617,"IL12B_FOM1"
"33239","cg07258532",0.000472777682424013,"IL12B_FOM1"
"33240","cg07314988",0.00321934139124275,"IL12B_FOM1"
"33241","cg07326765",0.00304905859156227,"IL12B_FOM1"
"33242","cg07471256",0.000887808851252984,"IL12B_FOM1"
"33243","cg07484450",0.000401915211296098,"IL12B_FOM1"
"33244","cg07513723",-0.000163358758389236,"IL12B_FOM1"
"33245","cg07546654",2.15447523987174e-06,"IL12B_FOM1"
"33246","cg07602195",0.00155343954245468,"IL12B_FOM1"
"33247","cg07606115",-0.000458784236680233,"IL12B_FOM1"
"33248","cg07613512",-0.000777157020186469,"IL12B_FOM1"
"33249","cg07616094",-0.000170932871863227,"IL12B_FOM1"
"33250","cg07745373",-0.00609971974651004,"IL12B_FOM1"
"33251","cg07747661",0.000931471416182314,"IL12B_FOM1"
"33252","cg07808590",0.00409414265486927,"IL12B_FOM1"
"33253","cg07915343",-0.000164291589124921,"IL12B_FOM1"
"33254","cg08001668",5.64146398192332e-05,"IL12B_FOM1"
"33255","cg08017858",-0.000736152815448322,"IL12B_FOM1"
"33256","cg08048279",0.00157976602995406,"IL12B_FOM1"
"33257","cg08066376",-0.00186706623830414,"IL12B_FOM1"
"33258","cg08097520",0.00262002663431144,"IL12B_FOM1"
"33259","cg08114852",0.000165293872500964,"IL12B_FOM1"
"33260","cg08145373",-0.00262418278272384,"IL12B_FOM1"
"33261","cg08151654",0.000190728643393456,"IL12B_FOM1"
"33262","cg08168737",0.00187597738105611,"IL12B_FOM1"
"33263","cg08214808",0.000595015664334186,"IL12B_FOM1"
"33264","cg08355456",-0.00195328389511951,"IL12B_FOM1"
"33265","cg08372315",0.000373153617088043,"IL12B_FOM1"
"33266","cg08378220",-0.000931302947237136,"IL12B_FOM1"
"33267","cg08442823",0.000160603662371917,"IL12B_FOM1"
"33268","cg08495860",0.000206195422605702,"IL12B_FOM1"
"33269","cg08496387",-0.0021956908026292,"IL12B_FOM1"
"33270","cg08510253",0.000252857341742435,"IL12B_FOM1"
"33271","cg08577913",0.00038020956223873,"IL12B_FOM1"
"33272","cg08726522",0.00162970975714232,"IL12B_FOM1"
"33273","cg08729981",-0.000312954745924683,"IL12B_FOM1"
"33274","cg08747970",0.00340737546521282,"IL12B_FOM1"
"33275","cg08751840",-0.00124493225828277,"IL12B_FOM1"
"33276","cg08773180",-2.89966862877522e-05,"IL12B_FOM1"
"33277","cg08783317",-0.000142203347737658,"IL12B_FOM1"
"33278","cg08787968",-0.00457691505497045,"IL12B_FOM1"
"33279","cg08794544",-0.000493734955299258,"IL12B_FOM1"
"33280","cg08849813",-0.00149403552373663,"IL12B_FOM1"
"33281","cg08870587",5.12045648412082e-05,"IL12B_FOM1"
"33282","cg08926253",-0.00299370434410234,"IL12B_FOM1"
"33283","cg08980476",-0.000126976414058835,"IL12B_FOM1"
"33284","cg09106728",0.00070821108161295,"IL12B_FOM1"
"33285","cg09138207",0.000868699314140262,"IL12B_FOM1"
"33286","cg09140665",-0.000181760270333434,"IL12B_FOM1"
"33287","cg09145322",-0.00109391564190088,"IL12B_FOM1"
"33288","cg09148270",-0.00146200990907523,"IL12B_FOM1"
"33289","cg09175485",0.00136129632453949,"IL12B_FOM1"
"33290","cg09183450",0.00458575164728245,"IL12B_FOM1"
"33291","cg09225861",-0.000287001646258143,"IL12B_FOM1"
"33292","cg09233619",0.0077648533727093,"IL12B_FOM1"
"33293","cg09236382",0.00043413196618757,"IL12B_FOM1"
"33294","cg09263513",-0.00360070204037312,"IL12B_FOM1"
"33295","cg09294095",0.000833907538119693,"IL12B_FOM1"
"33296","cg09313122",-0.0011032455887561,"IL12B_FOM1"
"33297","cg09315662",-0.000272443165359367,"IL12B_FOM1"
"33298","cg09330078",0.00177793981961695,"IL12B_FOM1"
"33299","cg09333889",-0.000103114049502823,"IL12B_FOM1"
"33300","cg09347134",-0.00516938923397977,"IL12B_FOM1"
"33301","cg09387970",-0.0013639947275998,"IL12B_FOM1"
"33302","cg09435499",0.000621589413438601,"IL12B_FOM1"
"33303","cg09455118",6.7029887854575e-05,"IL12B_FOM1"
"33304","cg09519326",-0.00086080206029993,"IL12B_FOM1"
"33305","cg09520904",0.00298898308224625,"IL12B_FOM1"
"33306","cg09583302",-0.00243147139115784,"IL12B_FOM1"
"33307","cg09584118",-0.000148157383237744,"IL12B_FOM1"
"33308","cg09597767",-0.00845096503859795,"IL12B_FOM1"
"33309","cg09608841",0.000393192824369067,"IL12B_FOM1"
"33310","cg09611599",-0.00346425012693716,"IL12B_FOM1"
"33311","cg09623472",-0.000131498185560719,"IL12B_FOM1"
"33312","cg09690118",-0.000678624828377511,"IL12B_FOM1"
"33313","cg09709600",-0.000582570252546687,"IL12B_FOM1"
"33314","cg09729624",0.00114597471889036,"IL12B_FOM1"
"33315","cg09737095",0.00322944568324607,"IL12B_FOM1"
"33316","cg09739212",-0.000559226069416203,"IL12B_FOM1"
"33317","cg09770131",-0.0017623438269854,"IL12B_FOM1"
"33318","cg09795688",0.00592562136297381,"IL12B_FOM1"
"33319","cg09807914",-0.00149219287456724,"IL12B_FOM1"
"33320","cg09833701",0.00368166965768416,"IL12B_FOM1"
"33321","cg09851528",-0.00597652955467702,"IL12B_FOM1"
"33322","cg09878888",-0.00096268590311828,"IL12B_FOM1"
"33323","cg09950681",-0.000754519859344986,"IL12B_FOM1"
"33324","cg09993718",0.0121279670933984,"IL12B_FOM1"
"33325","cg10001374",-0.00169192764851844,"IL12B_FOM1"
"33326","cg10060487",-0.000760685672117904,"IL12B_FOM1"
"33327","cg10098373",-0.00709445455519706,"IL12B_FOM1"
"33328","cg10122477",-0.000321758249789977,"IL12B_FOM1"
"33329","cg10127085",-0.000131405046092118,"IL12B_FOM1"
"33330","cg10176692",0.00436384609652028,"IL12B_FOM1"
"33331","cg10208301",0.000133551611579586,"IL12B_FOM1"
"33332","cg10262710",-5.44986406633949e-05,"IL12B_FOM1"
"33333","cg10287786",-0.00364384819423004,"IL12B_FOM1"
"33334","cg10306192",-0.00344320838568513,"IL12B_FOM1"
"33335","cg10338785",-0.00374174404389189,"IL12B_FOM1"
"33336","cg10411146",0.000997129982304575,"IL12B_FOM1"
"33337","cg10415021",-0.00222075611016399,"IL12B_FOM1"
"33338","cg10469774",0.000707579201744528,"IL12B_FOM1"
"33339","cg10481560",-0.00103886696620085,"IL12B_FOM1"
"33340","cg10495164",0.000582187851090864,"IL12B_FOM1"
"33341","cg10528424",-0.00410423052152777,"IL12B_FOM1"
"33342","cg10552993",0.00359398536265939,"IL12B_FOM1"
"33343","cg10570158",0.00122672673336667,"IL12B_FOM1"
"33344","cg10590925",-0.000462640372702939,"IL12B_FOM1"
"33345","cg10779718",0.00363366136304893,"IL12B_FOM1"
"33346","cg10798225",0.0016002698605439,"IL12B_FOM1"
"33347","cg10835651",0.000495985063510806,"IL12B_FOM1"
"33348","cg10909185",-0.00894699320834191,"IL12B_FOM1"
"33349","cg10920905",0.000262956387337156,"IL12B_FOM1"
"33350","cg10927968",-0.000879950325814843,"IL12B_FOM1"
"33351","cg10938788",0.000279121996863427,"IL12B_FOM1"
"33352","cg10977115",-0.00140994425289964,"IL12B_FOM1"
"33353","cg10980495",-0.000137437127105838,"IL12B_FOM1"
"33354","cg11054816",0.00218315200905443,"IL12B_FOM1"
"33355","cg11198895",-0.00219269750574757,"IL12B_FOM1"
"33356","cg11307363",-0.000718581037890773,"IL12B_FOM1"
"33357","cg11364895",0.000879756162855984,"IL12B_FOM1"
"33358","cg11524400",0.00178040316235097,"IL12B_FOM1"
"33359","cg11527436",0.00547132517691803,"IL12B_FOM1"
"33360","cg11537406",0.00761846241140833,"IL12B_FOM1"
"33361","cg11737298",-0.00920951021355867,"IL12B_FOM1"
"33362","cg11747462",1.84684629610733e-05,"IL12B_FOM1"
"33363","cg11812625",0.000808908176560335,"IL12B_FOM1"
"33364","cg11820026",0.00533695485942382,"IL12B_FOM1"
"33365","cg11909574",-0.00188010885851415,"IL12B_FOM1"
"33366","cg11936536",-0.0107749581588479,"IL12B_FOM1"
"33367","cg11994052",-0.00067027417586365,"IL12B_FOM1"
"33368","cg12017745",-0.00369334373058914,"IL12B_FOM1"
"33369","cg12086806",-0.000795531898203281,"IL12B_FOM1"
"33370","cg12161971",-0.000377398122106929,"IL12B_FOM1"
"33371","cg12220703",-0.000876266817390357,"IL12B_FOM1"
"33372","cg12256550",0.000478883666728316,"IL12B_FOM1"
"33373","cg12265950",0.000155429495786489,"IL12B_FOM1"
"33374","cg12492653",-0.000782310281273259,"IL12B_FOM1"
"33375","cg12506582",0.00250676712981309,"IL12B_FOM1"
"33376","cg12564567",0.00396555223849893,"IL12B_FOM1"
"33377","cg12762089",-0.00075232986324542,"IL12B_FOM1"
"33378","cg12821804",0.00302485745668301,"IL12B_FOM1"
"33379","cg12849836",0.000579361164880758,"IL12B_FOM1"
"33380","cg12856521",-4.6298338198694e-05,"IL12B_FOM1"
"33381","cg12893697",0.00230433667576674,"IL12B_FOM1"
"33382","cg12980201",-0.0056789554919051,"IL12B_FOM1"
"33383","cg13044675",0.000137007190810194,"IL12B_FOM1"
"33384","cg13072246",-0.000441555574418667,"IL12B_FOM1"
"33385","cg13170468",0.00807504032630887,"IL12B_FOM1"
"33386","cg13228701",-0.00102792575776662,"IL12B_FOM1"
"33387","cg13273340",-0.00179886870604362,"IL12B_FOM1"
"33388","cg13279713",0.00028000337156341,"IL12B_FOM1"
"33389","cg13301003",-0.000300718520979341,"IL12B_FOM1"
"33390","cg13319761",-0.00260044182083712,"IL12B_FOM1"
"33391","cg13332350",-0.00550740747003883,"IL12B_FOM1"
"33392","cg13361506",-0.00380839793440791,"IL12B_FOM1"
"33393","cg13365436",0.000784448260911139,"IL12B_FOM1"
"33394","cg13401531",-0.00185445506953368,"IL12B_FOM1"
"33395","cg13453157",-0.000205892382071574,"IL12B_FOM1"
"33396","cg13455439",0.0021469936571062,"IL12B_FOM1"
"33397","cg13465554",-0.00195546576911614,"IL12B_FOM1"
"33398","cg13472735",-0.000951024220209861,"IL12B_FOM1"
"33399","cg13473274",-0.00227724109648253,"IL12B_FOM1"
"33400","cg13478001",0.000521146698534105,"IL12B_FOM1"
"33401","cg13485335",0.000574718110941095,"IL12B_FOM1"
"33402","cg13593391",-0.000296158945559842,"IL12B_FOM1"
"33403","cg13603599",0.00408216325734537,"IL12B_FOM1"
"33404","cg13625403",0.00027449776077358,"IL12B_FOM1"
"33405","cg13632983",-0.000489438138801844,"IL12B_FOM1"
"33406","cg13650974",-0.00203100644157009,"IL12B_FOM1"
"33407","cg13654525",-0.000843132279196726,"IL12B_FOM1"
"33408","cg13747681",0.00167689306340289,"IL12B_FOM1"
"33409","cg13808145",0.000851932496591148,"IL12B_FOM1"
"33410","cg13820391",-0.00665460831723897,"IL12B_FOM1"
"33411","cg13885561",-0.000749774702371549,"IL12B_FOM1"
"33412","cg13916633",0.0129858314707784,"IL12B_FOM1"
"33413","cg13919908",0.00256346201907216,"IL12B_FOM1"
"33414","cg14042308",0.00125675129323862,"IL12B_FOM1"
"33415","cg14047540",0.000461786165732554,"IL12B_FOM1"
"33416","cg14088811",-0.00015650853747272,"IL12B_FOM1"
"33417","cg14106710",-6.9840405196193e-06,"IL12B_FOM1"
"33418","cg14167033",0.0252686911026957,"IL12B_FOM1"
"33419","cg14171514",0.00455190289884381,"IL12B_FOM1"
"33420","cg14191024",0.00140213968431985,"IL12B_FOM1"
"33421","cg14222964",0.00431727575182093,"IL12B_FOM1"
"33422","cg14243741",8.84141248336131e-05,"IL12B_FOM1"
"33423","cg14249520",0.00461138207016555,"IL12B_FOM1"
"33424","cg14256968",6.33168968180162e-05,"IL12B_FOM1"
"33425","cg14259717",0.000235132036220528,"IL12B_FOM1"
"33426","cg14265033",-0.000178012681221791,"IL12B_FOM1"
"33427","cg14293323",0.00110390475625087,"IL12B_FOM1"
"33428","cg14311630",6.12705891578758e-05,"IL12B_FOM1"
"33429","cg14329059",-0.00123524732943965,"IL12B_FOM1"
"33430","cg14394264",2.38438196945504e-05,"IL12B_FOM1"
"33431","cg14409029",-0.00158667573786651,"IL12B_FOM1"
"33432","cg14500267",-0.00124922625400741,"IL12B_FOM1"
"33433","cg14505434",-0.000417302121020178,"IL12B_FOM1"
"33434","cg14562054",0.00112891891109852,"IL12B_FOM1"
"33435","cg14603227",-0.000436477661497212,"IL12B_FOM1"
"33436","cg14621900",0.0057806241065239,"IL12B_FOM1"
"33437","cg14634826",0.000675460266415794,"IL12B_FOM1"
"33438","cg14759565",-0.00111485489470366,"IL12B_FOM1"
"33439","cg14844989",0.00289549736291417,"IL12B_FOM1"
"33440","cg14885742",-6.2361969567162e-05,"IL12B_FOM1"
"33441","cg14889653",-0.000756160100096563,"IL12B_FOM1"
"33442","cg14896003",0.000486874475979306,"IL12B_FOM1"
"33443","cg14942906",-0.0101748244472232,"IL12B_FOM1"
"33444","cg14966716",-1.46924864260856e-05,"IL12B_FOM1"
"33445","cg15003194",-0.000167234426048547,"IL12B_FOM1"
"33446","cg15013527",0.00108397871508841,"IL12B_FOM1"
"33447","cg15082648",-0.000562564742151123,"IL12B_FOM1"
"33448","cg15126733",0.000480055749146595,"IL12B_FOM1"
"33449","cg15146462",-0.00613196840191274,"IL12B_FOM1"
"33450","cg15155441",-0.00345197801368107,"IL12B_FOM1"
"33451","cg15268920",0.000788346815927336,"IL12B_FOM1"
"33452","cg15300101",-0.00268038420697823,"IL12B_FOM1"
"33453","cg15331036",0.000505081279534478,"IL12B_FOM1"
"33454","cg15463284",0.000917357051663326,"IL12B_FOM1"
"33455","cg15465743",0.00163266153974161,"IL12B_FOM1"
"33456","cg15501942",0.000387163079235095,"IL12B_FOM1"
"33457","cg15521790",8.59327913313096e-05,"IL12B_FOM1"
"33458","cg15632675",0.000691630626789383,"IL12B_FOM1"
"33459","cg15672653",0.0018111601590267,"IL12B_FOM1"
"33460","cg15686157",0.00189781604062092,"IL12B_FOM1"
"33461","cg15763899",0.000687531313562049,"IL12B_FOM1"
"33462","cg15825059",-0.00195501256275255,"IL12B_FOM1"
"33463","cg15828613",0.00701482823731542,"IL12B_FOM1"
"33464","cg15845274",0.00101695988017467,"IL12B_FOM1"
"33465","cg15866089",-0.00490938678675489,"IL12B_FOM1"
"33466","cg15910594",-0.000184074662153268,"IL12B_FOM1"
"33467","cg15920975",0.00244150798060689,"IL12B_FOM1"
"33468","cg15932136",0.00214991282984466,"IL12B_FOM1"
"33469","cg15936385",0.000395226163467581,"IL12B_FOM1"
"33470","cg15971518",0.0120202781201376,"IL12B_FOM1"
"33471","cg16007742",0.000938869270272401,"IL12B_FOM1"
"33472","cg16133872",0.00248660328399852,"IL12B_FOM1"
"33473","cg16149628",0.00230187719136656,"IL12B_FOM1"
"33474","cg16151451",-0.000936820993218515,"IL12B_FOM1"
"33475","cg16151795",0.00105924799164985,"IL12B_FOM1"
"33476","cg16259171",-6.46503881536498e-05,"IL12B_FOM1"
"33477","cg16283385",-0.000351452048540184,"IL12B_FOM1"
"33478","cg16302655",0.00186161746872995,"IL12B_FOM1"
"33479","cg16305144",4.72181655071286e-05,"IL12B_FOM1"
"33480","cg16317457",7.45844124189407e-05,"IL12B_FOM1"
"33481","cg16338278",0.00214555508899796,"IL12B_FOM1"
"33482","cg16393207",-0.00129817462936722,"IL12B_FOM1"
"33483","cg16477492",0.00215233958234624,"IL12B_FOM1"
"33484","cg16477774",0.00461410002862014,"IL12B_FOM1"
"33485","cg16525246",0.00174051300331712,"IL12B_FOM1"
"33486","cg16527441",-0.00231575954617024,"IL12B_FOM1"
"33487","cg16541869",-0.00148230356692586,"IL12B_FOM1"
"33488","cg16623941",-0.00402773773078854,"IL12B_FOM1"
"33489","cg16643473",-0.00310357083152249,"IL12B_FOM1"
"33490","cg16659808",0.00118423685019011,"IL12B_FOM1"
"33491","cg16706099",-0.000700634889429743,"IL12B_FOM1"
"33492","cg16820616",-0.00144260087921385,"IL12B_FOM1"
"33493","cg16836250",0.00344418659801538,"IL12B_FOM1"
"33494","cg16845701",-0.00126968800852954,"IL12B_FOM1"
"33495","cg16919708",0.00334843274971596,"IL12B_FOM1"
"33496","cg16943635",0.00143311615262546,"IL12B_FOM1"
"33497","cg16954525",-0.00597667015285383,"IL12B_FOM1"
"33498","cg16996281",0.00101102800325076,"IL12B_FOM1"
"33499","cg16999994",-0.000470423515921075,"IL12B_FOM1"
"33500","cg17040924",0.00501628526676921,"IL12B_FOM1"
"33501","cg17058012",0.00182663205867305,"IL12B_FOM1"
"33502","cg17060964",-2.87543459527106e-05,"IL12B_FOM1"
"33503","cg17061862",0.000857945318106669,"IL12B_FOM1"
"33504","cg17076485",-0.00483204080763918,"IL12B_FOM1"
"33505","cg17095460",0.00273441276036236,"IL12B_FOM1"
"33506","cg17158424",0.00151968220616484,"IL12B_FOM1"
"33507","cg17187785",0.00345347792124421,"IL12B_FOM1"
"33508","cg17247314",-0.000276673589409627,"IL12B_FOM1"
"33509","cg17261120",-0.000564542181873978,"IL12B_FOM1"
"33510","cg17310258",0.00268449775628,"IL12B_FOM1"
"33511","cg17329110",-0.00214345281584123,"IL12B_FOM1"
"33512","cg17371334",-0.000718031848957744,"IL12B_FOM1"
"33513","cg17372806",-0.00108855990100376,"IL12B_FOM1"
"33514","cg17401435",0.000323410154832799,"IL12B_FOM1"
"33515","cg17417573",-0.000189394298469128,"IL12B_FOM1"
"33516","cg17429870",-0.00261423190789491,"IL12B_FOM1"
"33517","cg17435929",0.00144013985862524,"IL12B_FOM1"
"33518","cg17446339",0.00143219687715763,"IL12B_FOM1"
"33519","cg17534999",0.0097327176294837,"IL12B_FOM1"
"33520","cg17563773",0.00211742537650162,"IL12B_FOM1"
"33521","cg17571335",0.00157769378161142,"IL12B_FOM1"
"33522","cg17696194",-0.000756374901170088,"IL12B_FOM1"
"33523","cg17989243",-0.000521643864288533,"IL12B_FOM1"
"33524","cg18088906",0.00128600035801857,"IL12B_FOM1"
"33525","cg18104242",-0.00041076029180941,"IL12B_FOM1"
"33526","cg18126267",-0.00252800773914562,"IL12B_FOM1"
"33527","cg18152523",-0.000597100095916434,"IL12B_FOM1"
"33528","cg18265608",0.00103138534875049,"IL12B_FOM1"
"33529","cg18301598",-0.00155963839307027,"IL12B_FOM1"
"33530","cg18462141",-0.00100820493339011,"IL12B_FOM1"
"33531","cg18477969",-0.00849202041906508,"IL12B_FOM1"
"33532","cg18481342",0.000620523196179352,"IL12B_FOM1"
"33533","cg18493115",-0.000204728866711862,"IL12B_FOM1"
"33534","cg18587063",-0.00104421000351527,"IL12B_FOM1"
"33535","cg18725375",-0.00206189263364367,"IL12B_FOM1"
"33536","cg18828306",-0.0172792911893546,"IL12B_FOM1"
"33537","cg18847598",-0.00101086332658692,"IL12B_FOM1"
"33538","cg18875674",-0.00721218122146073,"IL12B_FOM1"
"33539","cg18888461",0.00196500595512701,"IL12B_FOM1"
"33540","cg18910882",-0.000453376338759574,"IL12B_FOM1"
"33541","cg18935108",-0.000146396425323307,"IL12B_FOM1"
"33542","cg18943317",0.000324081462289257,"IL12B_FOM1"
"33543","cg19011911",0.000822466619234258,"IL12B_FOM1"
"33544","cg19021383",0.0012202321848087,"IL12B_FOM1"
"33545","cg19039925",-0.00298290020125435,"IL12B_FOM1"
"33546","cg19045427",0.000488504351485568,"IL12B_FOM1"
"33547","cg19061310",-0.00112160918054658,"IL12B_FOM1"
"33548","cg19080354",-0.000204538974875478,"IL12B_FOM1"
"33549","cg19081021",0.000994642376357324,"IL12B_FOM1"
"33550","cg19086497",0.00082037344618183,"IL12B_FOM1"
"33551","cg19088912",0.000370593280130328,"IL12B_FOM1"
"33552","cg19097880",-5.30826475405446e-05,"IL12B_FOM1"
"33553","cg19137676",-0.00112602102455489,"IL12B_FOM1"
"33554","cg19153300",0.000174556369080612,"IL12B_FOM1"
"33555","cg19210276",-0.000525385008411718,"IL12B_FOM1"
"33556","cg19252584",0.00175360470249743,"IL12B_FOM1"
"33557","cg19255307",0.00027505787223888,"IL12B_FOM1"
"33558","cg19332572",-0.000553159642288086,"IL12B_FOM1"
"33559","cg19407682",0.000416928364987473,"IL12B_FOM1"
"33560","cg19409026",-0.00659995539320494,"IL12B_FOM1"
"33561","cg19428160",0.000158827478357666,"IL12B_FOM1"
"33562","cg19431051",0.000279600489284981,"IL12B_FOM1"
"33563","cg19529599",-0.00128585130957029,"IL12B_FOM1"
"33564","cg19530168",0.00473153565714924,"IL12B_FOM1"
"33565","cg19679327",-0.00407752470104792,"IL12B_FOM1"
